ITEM;TOTAL
327;[&quot;respuesta9.1_logistica&quot;]
328;[&quot;respuesta9.1_obras_civiles&quot;]
329;[&quot;respuesta4.10_electrica&quot;]
330;[&quot;respuesta5.3_electrica&quot;,&quot;respuesta7.2_electrica&quot;]
331;[&quot;respuesta4.1_electrica&quot;]
332;[&quot;respuesta9.1_obras_civiles&quot;]
333;[&quot;respuesta3.4_electrica&quot;]
334;[&quot;respuesta3.4_electrica&quot;]
335;[&quot;respuesta4.8_electrica&quot;,&quot;respuesta4.10_electrica&quot;]
336;[&quot;respuesta3.5_electrica&quot;]
337;[&quot;respuesta5.2_electrica&quot;]
338;[&quot;respuesta4.7_electrica&quot;]
339;[&quot;respuesta9.1_electrica&quot;]
340;[&quot;respuesta3.2_obras_civiles&quot;,&quot;respuesta3.3_obras_civiles&quot;]
341;[&quot;respuesta6.1_electrica&quot;]
342;[&quot;respuesta9.1_electrica&quot;]
343;[&quot;respuesta9.1_electrica&quot;]
344;[&quot;respuesta4.4_electrica&quot;,&quot;respuesta4.7_electrica&quot;]
345;[&quot;respuesta6.1_logistica&quot;]
346;[&quot;respuesta6.1_logistica&quot;,&quot;respuesta6.5_logistica&quot;]
347;[&quot;respuesta6.1_logistica&quot;]
348;[&quot;respuesta4.10_electrica&quot;]
349;[&quot;respuesta9.1_electrica&quot;]
350;[&quot;respuesta6.1_logistica&quot;]
351;[&quot;respuesta4.1_electrica&quot;,&quot;respuesta4.7_electrica&quot;,&quot;respuesta7.2_electrica&quot;]
